SurveyRegion	Year	DateTime	Latitude	Longitude	DATE	DATEnum	SITE	substrate	TIME	Number	OBS	WIND	SKY	PRECIP	TEMP	AIRCRAFT	ALT	TideStation	TideHtMeters	TideRelToLow	MinutesToLow	NearestLowMeters	MinutesToHigh	NearestHighMeters	StationLat	StationLon	StationDist
SSEAK	1998	8/23/1998 9:28	55.8583	-131.8251	8/23/1998	36030	Square I.	rock	9:28	65	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	1300	"Yes, Yes Bay, Alaska"	0.02	0.51	-75	-0.49	305	4.83	55.9167	-131.7833	6991
SSEAK	1998	8/24/1998 9:12	55.8583	-131.8251	8/24/1998	36031	Square I.	rock	9:12	84	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Yes, Yes Bay, Alaska"	-0.25	0.06	-26	-0.31	353	4.79	55.9167	-131.7833	6991
SSEAK	1998	8/25/1998 10:17	55.8583	-131.8251	8/25/1998	36032	Square I.	rock	10:17	90	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	850	"Yes, Yes Bay, Alaska"	0.23	0.29	-59	-0.06	319	4.69	55.9167	-131.7833	6991
SSEAK	1998	8/26/1998 9:10	55.8583	-131.8251	8/26/1998	36033	Square I.	rock	9:10	86	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Yes, Yes Bay, Alaska"	0.38	0.13	40	0.25	-323	4.43	55.9167	-131.7833	6991
SSEAK	1998	8/26/1998 12:03	55.5935	-133.7243	8/26/1998	36033	St. Joseph I.	rock	12:03	85	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	700	"Steamboat Bay, Noyes Island, Gulf of Esquibel, Alaska"	0.96	0.75	-132	0.21	233	2.83	55.55	-133.6333	7490
SSEAK	1998	8/19/1998 17:30	54.7392	-131.9698	8/19/1998	36026	Stone Rock	rock	17:30	7	Westlake	calm (<5 kts)	partly cloudy	none	61-70 F	Cessna 185	500	"Cape Chacon, Alaska"	0.87	0.01	12	0.86	-340	3.59	54.7	-132.0166	5293
SSEAK	1998	8/22/1998 6:35	54.7392	-131.9698	8/22/1998	36029	Stone Rock	rock	6:35	6	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Cape Chacon, Alaska"	-0.27	0.31	60	-0.58	-327	4.45	54.7	-132.0166	5293
SSEAK	1998	8/24/1998 7:17	54.7392	-131.9698	8/24/1998	36031	Stone Rock	rock	7:17	13	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Cape Chacon, Alaska"	0.26	0.57	85	-0.31	-296	4.26	54.7	-132.0166	5293
SSEAK	1998	8/26/1998 8:08	54.7392	-131.9698	8/26/1998	36033	Stone Rock	rock	8:08	16	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Cape Chacon, Alaska"	0.85	0.6	98	0.25	-276	3.76	54.7	-132.0166	5293
SSEAK	1998	8/21/1998 5:58	56.9602	-133.2976	8/21/1998	36028	Stop I.-Portage Bay	sand	5:58	12	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Portage Bay, Kupreanof Island, Alaska"	-0.1	0.57	75	-0.67	-306	5.1	57	-133.3166	4571
SSEAK	1998	8/23/1998 10:07	56.9602	-133.2976	8/23/1998	36030	Stop I.-Portage Bay	sand	10:07	0	Jansen	calm (<5 kts)	low overcast	none	51-60 F	Cessna 180	350	"Portage Bay, Kupreanof Island, Alaska"	0.43	1.02	-103	-0.59	275	4.91	57	-133.3166	4571
SSEAK	1998	8/24/1998 10:09	56.9602	-133.2976	8/24/1998	36031	Stop I.-Portage Bay	sand	10:09	0	Jansen	lt. winds (16-25 kts)	low overcast	none	41-50 F	Cessna 180	400	"Portage Bay, Kupreanof Island, Alaska"	0.1	0.5	-72	-0.4	304	4.86	57	-133.3166	4571
SSEAK	1998	8/26/1998 10:26	56.9602	-133.2976	8/26/1998	36033	Stop I.-Portage Bay	sand	10:26	17	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Portage Bay, Kupreanof Island, Alaska"	0.26	0.05	-25	0.21	347	4.59	57	-133.3166	4571
SSEAK	1998	8/18/1998 16:34	57.2083	-133.5838	8/18/1998	36025	Storm I.-Bird Rock - SSEAK	rock	16:34	161	Jansen	calm (<5 kts)	high overcast	none	51-60 F	Cessna 180	350	"Cleveland Passage, Whitney Island, Alaska"	1.23	0.15	50	1.08	-292	3.85	57.2167	-133.5	5129
SSEAK	1998	8/19/1998 9:37	57.2083	-133.5838	8/19/1998	36026	Storm I.-Bird Rock - SSEAK	rock	9:37	57	Jansen					Cessna 180	400	"Cleveland Passage, Whitney Island, Alaska"	2.31	2.69	-211	-0.38	177	4.17	57.2167	-133.5	5129
SSEAK	1998	8/20/1998 9:55	57.2083	-133.5838	8/20/1998	36027	Storm I.-Bird Rock - SSEAK	rock	9:55	0	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Cleveland Passage, Whitney Island, Alaska"	1.84	2.43	-183	-0.59	202	4.44	57.2167	-133.5	5129
SSEAK	1998	8/21/1998 6:40	57.2083	-133.5838	8/21/1998	36028	Storm I.-Bird Rock - SSEAK	rock	6:40	142	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Cleveland Passage, Whitney Island, Alaska"	-0.43	0.27	51	-0.7	-330	4.95	57.2167	-133.5	5129
SSEAK	1998	8/23/1998 9:22	57.2083	-133.5838	8/23/1998	36030	Storm I.-Bird Rock - SSEAK	rock	9:22	109	Jansen	calm (<5 kts)	low overcast	none	51-60 F	Cessna 180	350	"Cleveland Passage, Whitney Island, Alaska"	-0.46	0.16	-40	-0.62	338	4.76	57.2167	-133.5	5129
SSEAK	1998	8/24/1998 10:44	57.2083	-133.5838	8/24/1998	36031	Storm I.-Bird Rock - SSEAK	rock	10:44	3	Jansen	windy (>25 kts)	low overcast	none	41-50 F	Cessna 180	400	"Cleveland Passage, Whitney Island, Alaska"	0.31	0.74	-89	-0.43	287	4.71	57.2167	-133.5	5129
SSEAK	1998	8/26/1998 9:19	57.2083	-133.5838	8/26/1998	36033	Storm I.-Bird Rock - SSEAK	rock	9:19	105	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Cleveland Passage, Whitney Island, Alaska"	0.47	0.29	60	0.18	-308	4.31	57.2167	-133.5	5129
SSEAK	1998	8/18/1998 19:14	56.393	-133.6906	8/18/1998	36025	Strait I./Mariposa Reef	rock	19:14	46	Seagars					Cessna 185	625	"Sumner Island, Alaska"	2.08	1.17	-149	0.91	206	3.74	56.4167	-133.8	7225
SSEAK	1998	8/19/1998 6:50	56.393	-133.6906	8/19/1998	36026	Strait I./Mariposa Reef	rock	6:50	130	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	-0.01	0.29	-71	-0.3	314	3.32	56.4167	-133.8	7225
SSEAK	1998	8/21/1998 6:46	56.393	-133.6906	8/21/1998	36028	Strait I./Mariposa Reef	rock	6:46	156	Seagars		clear	none	41-50 F	Cessna 185	625	"Sumner Island, Alaska"	-0.39	0.02	18	-0.41	-386	3.87	56.4167	-133.8	7225
SSEAK	1998	8/24/1998 7:50	56.393	-133.6906	8/24/1998	36031	Strait I./Mariposa Reef	rock	7:50	218	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Sumner Island, Alaska"	0.04	0.19	55	-0.15	-332	3.74	56.4167	-133.8	7225
SSEAK	1998	8/26/1998 12:22	56.393	-133.6906	8/26/1998	36033	Strait I./Mariposa Reef	rock	12:22	80	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	1.48	1.24	-155	0.24	215	3.56	56.4167	-133.8	7225
SSEAK	1998	8/20/1998 7:35	55.474	-132.1368	8/20/1998	36027	Streets I.	rock	7:35	58	Olesiuk	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	-0.09	0.42	-72	-0.51	311	4.39	55.4	-132.1666	8438
SSEAK	1998	8/25/1998 9:01	55.474	-132.1368	8/25/1998	36032	Streets I.	rock	9:01	41	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	-0.07	0.02	17	-0.09	-351	4.59	55.4	-132.1666	8438
SSEAK	1998	8/27/1998 9:15	55.474	-132.1368	8/27/1998	36034	Streets I.	rock	9:15	48	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	0.88	0.31	69	0.57	-292	3.99	55.4	-132.1666	8438
SSEAK	1998	8/19/1998 19:51	55.2475	-132.2534	8/19/1998	36026	Sunny Cove	rock	19:51	0	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	600	"Divide Head, Cholmondeley Sound, Alaska"	1.92	1.06	-132	0.86	238	4.78	55.25	-132.3	2965
SSEAK	1998	8/20/1998 8:33	55.2475	-132.2534	8/20/1998	36027	Sunny Cove	rock	8:33	16	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	700	"Divide Head, Cholmondeley Sound, Alaska"	0.9	1.38	-137	-0.48	246	4.33	55.25	-132.3	2965
SSEAK	1998	8/21/1998 6:48	55.2475	-132.2534	8/21/1998	36028	Sunny Cove	rock	6:48	12	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	500	"Divide Head, Cholmondeley Sound, Alaska"	-0.57	0.01	8	-0.58	-374	4.9	55.25	-132.3	2965
SSEAK	1998	8/23/1998 7:43	55.2475	-132.2534	8/23/1998	36030	Sunny Cove	rock	7:43	23	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Divide Head, Cholmondeley Sound, Alaska"	-0.44	0.05	23	-0.49	-351	4.89	55.25	-132.3	2965
SSEAK	1998	8/24/1998 10:20	55.2475	-132.2534	8/24/1998	36031	Sunny Cove	rock	10:20	12	Swain	lt. winds (16-25 kts)	low overcast	rain	51-60 F	Cessna 185	600	"Divide Head, Cholmondeley Sound, Alaska"	0.53	0.84	-101	-0.31	276	4.61	55.25	-132.3	2965
SSEAK	1998	8/25/1998 8:53	55.2475	-132.2534	8/25/1998	36032	Sunny Cove	rock	8:53	17	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	550	"Divide Head, Cholmondeley Sound, Alaska"	-0.03	0.03	18	-0.06	-350	4.53	55.25	-132.3	2965
SSEAK	1998	8/20/1998 8:32	55.1079	-131.7356	8/20/1998	36027	SW Bronaugh I.	rock	8:32	50	Olesiuk	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.74	1.22	-129	-0.48	254	4.2	55.1667	-131.8	7708
SSEAK	1998	8/25/1998 9:28	55.1079	-131.7356	8/25/1998	36032	SW Bronaugh I.	rock	9:28	25	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	-0.05	0.01	-10	-0.06	366	4.38	55.1667	-131.8	7708
SSEAK	1998	8/27/1998 9:44	55.1079	-131.7356	8/27/1998	36034	SW Bronaugh I.	rock	9:44	56	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.7	0.1	40	0.6	-321	3.8	55.1667	-131.8	7708
SSEAK	1998	8/21/1998 8:36	55.9158	-133.3656	8/21/1998	36028	SW El Capitan I.	rock	8:36	113	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	725	"Cyrus Cove, Sea Otter Sound, Davidson Inlet, Alaska"	0.07	0.48	-92	-0.41	289	3.11	55.9167	-133.4	2144
SSEAK	1998	8/25/1998 9:44	55.9158	-133.3656	8/25/1998	36032	SW El Capitan I.	rock	9:44	111	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"Cyrus Cove, Sea Otter Sound, Davidson Inlet, Alaska"	0.07	0.04	-28	0.03	345	3.16	55.9167	-133.4	2144
SSEAK	1998	8/21/1998 5:35	55.2081	-131.8354	8/21/1998	36028	SW Gravina I.	rock	5:35	25	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.1	0.68	88	-0.58	-294	4.78	55.1667	-131.8	5125
SSEAK	1998	8/25/1998 9:16	55.2081	-131.8354	8/25/1998	36032	SW Gravina I.	rock	9:16	24	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	-0.06	0	2	-0.06	-366	4.41	55.1667	-131.8	5125
SSEAK	1998	8/27/1998 9:35	55.2081	-131.8354	8/27/1998	36034	SW Gravina I.	rock	9:35	27	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.75	0.15	49	0.6	-312	3.8	55.1667	-131.8	5125
SSEAK	1998	8/21/1998 7:25	55.1519	-131.5946	8/21/1998	36028	SW Hemlock I.	rock	7:25	56	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Metlakatla, Port Chester, Alaska"	-0.51	0.07	-28	-0.58	350	4.39	55.1333	-131.5666	2724
SSEAK	1998	8/25/1998 10:11	55.1519	-131.5946	8/25/1998	36032	SW Hemlock I.	rock	10:11	98	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Metlakatla, Port Chester, Alaska"	0.22	0.28	-59	-0.06	314	4.38	55.1333	-131.5666	2724
SSEAK	1998	8/21/1998 8:51	56.1646	-134.2645	8/21/1998	36028	Table Bay	rock	8:51	10	Seagars		clear	none	41-50 F	Cessna 185	625	"Table Bay, Kuiu Island, Alaska"	0.24	0.65	-108	-0.41	275	3.11	56.1667	-134.25	924
SSEAK	1998	8/23/1998 10:12	56.1646	-134.2645	8/23/1998	36030	Table Bay	rock	10:12	12	Seagars		fog	none	41-50 F	Cessna 185	600	"Table Bay, Kuiu Island, Alaska"	0.5	0.79	-119	-0.29	258	3.21	56.1667	-134.25	924
SSEAK	1998	8/24/1998 9:28	56.1646	-134.2645	8/24/1998	36031	Table Bay	rock	9:28	25	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Table Bay, Kuiu Island, Alaska"	-0.04	0.11	-44	-0.15	333	3.2	56.1667	-134.25	924
SSEAK	1998	8/26/1998 10:04	56.1646	-134.2645	8/26/1998	36033	Table Bay	rock	10:04	10	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Table Bay, Kuiu Island, Alaska"	0.25	0.01	-18	0.24	357	3.1	56.1667	-134.25	924
SSEAK	1998	8/22/1998 8:35	54.9851	-131.4178	8/22/1998	36029	Tamgas Reef	rock	8:35	77	Olesiuk	lt. winds (16-25 kts)	high overcast	none	51-60 F	Cessna 185	600	"Tamgas Harbor, Annette Island, Alaska"	-0.23	0.38	-65	-0.61	313	4.61	55.0667	-131.55	12377
SSEAK	1998	8/25/1998 7:58	54.9851	-131.4178	8/25/1998	36032	Tamgas Reef	rock	7:58	16	Withrow	lt. breeze (6-15 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Tamgas Harbor, Annette Island, Alaska"	0.33	0.42	71	-0.09	-299	4.53	55.0667	-131.55	12377
SSEAK	1998	8/26/1998 8:42	54.9851	-131.4178	8/26/1998	36033	Tamgas Reef	rock	8:42	0	Withrow	lt. winds (16-25 kts)	fog	none	51-60 F	Cessna 185	600	"Tamgas Harbor, Annette Island, Alaska"	0.48	0.26	59	0.22	-308	4.25	55.0667	-131.55	12377
SSEAK	1998	8/19/1998 5:40	55.5278	-131.8432	8/19/1998	36026	Tatoosh I.	rock	5:40	26	Olesiuk	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	600	"Vallenar Point, Alaska"	-0.29	0.01	-9	-0.3	379	4.14	55.4333	-131.85	10511
SSEAK	1998	8/24/1998 7:00	55.5278	-131.8432	8/24/1998	36031	Tatoosh I.	rock	7:00	40	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Vallenar Point, Alaska"	0.56	0.87	99	-0.31	-270	4.81	55.4333	-131.85	10511
SSEAK	1998	8/26/1998 8:03	55.5278	-131.8432	8/26/1998	36033	Tatoosh I.	rock	8:03	67	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Vallenar Point, Alaska"	0.99	0.74	100	0.25	-262	4.31	55.4333	-131.85	10511
SSEAK	1998	8/20/1998 8:07	56.4178	-134.1002	8/20/1998	36027	Tebenkof Bay-3 Islets	rock	8:07	165	Seagars		clear	none	41-50 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	0.01	0.36	-80	-0.35	301	3.22	56.4167	-134.1333	2038
SSEAK	1998	8/21/1998 9:25	56.4178	-134.1002	8/21/1998	36028	Tebenkof Bay-3 Islets	rock	9:25	229	Seagars		clear	none	41-50 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	0.43	0.81	-118	-0.38	260	3.32	56.4167	-134.1333	2038
SSEAK	1998	8/23/1998 9:31	56.4178	-134.1002	8/23/1998	36030	Tebenkof Bay-3 Islets	rock	9:31	294	Seagars		fog	none	41-50 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	-0.07	0.19	-54	-0.26	318	3.42	56.4167	-134.1333	2038
SSEAK	1998	8/24/1998 10:01	56.4178	-134.1002	8/24/1998	36031	Tebenkof Bay-3 Islets	rock	10:01	158	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Tebenkof Bay, Kuiu Island, Alaska"	0.05	0.17	-53	-0.12	319	3.41	56.4167	-134.1333	2038
SSEAK	1998	8/26/1998 9:39	56.4178	-134.1002	8/26/1998	36033	Tebenkof Bay-3 Islets	rock	9:39	212	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Tebenkof Bay, Kuiu Island, Alaska"	0.32	0.05	31	0.27	-344	3.19	56.4167	-134.1333	2038
SSEAK	1998	8/20/1998 6:54	55.621	-131.9451	8/20/1998	36027	Thomas I.	rock	6:54	39	Olesiuk	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	600	"Loring, Naha Bay, Alaska"	-0.41	0.07	-30	-0.48	353	4.54	55.6	-131.6333	19719
SSEAK	1998	8/24/1998 9:36	55.621	-131.9451	8/24/1998	36031	Thomas I.	rock	9:36	18	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Loring, Naha Bay, Alaska"	-0.09	0.22	-49	-0.31	328	4.82	55.6	-131.6333	19719
SSEAK	1998	8/20/1998 8:45	56.107	-132.9898	8/20/1998	36027	Thorne	rock	8:45	12	Bengtson	lt. breeze (6-15 kts)	clear	none	41-50 F	Cessna 206	650	"Thorne Island, Whale Passage, Alaska"	1.05	1.53	-141	-0.48	236	4.48	56.0667	-132.9666	4709
SSEAK	1998	8/22/1998 8:19	56.107	-132.9898	8/22/1998	36029	Thorne	rock	8:19	26	Bengtson	calm (<5 kts)	low overcast	none	41-50 F	Cessna 206	650	"Thorne Island, Whale Passage, Alaska"	-0.44	0.14	-39	-0.58	335	4.77	56.0667	-132.9666	4709
SSEAK	1998	8/23/1998 8:06	56.107	-132.9898	8/23/1998	36030	Thorne	rock	8:06	39	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Thorne Island, Whale Passage, Alaska"	-0.48	0.01	8	-0.49	-372	5.04	56.0667	-132.9666	4709
SSEAK	1998	8/24/1998 9:52	56.107	-132.9898	8/24/1998	36031	Thorne	rock	9:52	8	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Thorne Island, Whale Passage, Alaska"	0.07	0.38	-65	-0.31	306	4.76	56.0667	-132.9666	4709
SSEAK	1998	8/25/1998 8:06	56.107	-132.9898	8/25/1998	36032	Thorne	rock	8:06	18	Bengtson	lt. breeze (6-15 kts)	fog	drizzle	41-50 F	Cessna 206	500	"Thorne Island, Whale Passage, Alaska"	0.39	0.45	73	-0.06	-301	4.69	56.0667	-132.9666	4709
SSEAK	1998	8/20/1998 7:47	56.2808	-133.066	8/20/1998	36027	Tide I.	rock	7:47	52	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	-0.02	0.49	-79	-0.51	309	4.3	56.2	-133.0666	8983
SSEAK	1998	8/21/1998 9:50	56.2808	-133.066	8/21/1998	36028	Tide I.	rock	9:50	0	Jansen	calm (<5 kts)	high overcast	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.33	1.94	-162	-0.61	224	4.48	56.2	-133.0666	8983
SSEAK	1998	8/24/1998 7:50	56.2808	-133.066	8/24/1998	36031	Tide I.	rock	7:50	0	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Exchange Cove, Alaska"	0	0.34	61	-0.34	-306	4.72	56.2	-133.0666	8983
SSEAK	1998	8/26/1998 12:02	56.2808	-133.066	8/26/1998	36033	Tide I.	rock	12:02	0	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	1.28	1.06	-127	0.22	254	4.33	56.2	-133.0666	8983
SSEAK	1998	8/23/1998 9:25	54.7851	-130.7484	8/23/1998	36030	Tongass Reef	rock	9:25	32	Olesiuk	lt. winds (16-25 kts)	low overcast	drizzle	61-70 F	Cessna 185	600	"Port Tongass, Tongass Island, Alaska"	0.08	0.63	-86	-0.55	291	4.49	54.7667	-130.7333	2266
SSEAK	1998	8/27/1998 11:22	54.7851	-130.7484	8/27/1998	36034	Tongass Reef	rock	11:22	30	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Port Tongass, Tongass Island, Alaska"	0.86	0.32	-72	0.54	302	4.02	54.7667	-130.7333	2266
SSEAK	1998	8/19/1998 6:38	55.6958	-131.6767	8/19/1998	36026	Traitors Cove	rock	6:38	5	Olesiuk	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	600	"Traitors Cove (lower section), Alaska"	-0.05	0.28	-61	-0.33	331	4.29	55.7167	-131.6666	2402
SSEAK	1998	8/24/1998 7:20	55.6958	-131.6767	8/24/1998	36031	Traitors Cove	rock	7:20	0	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Traitors Cove (lower section), Alaska"	0.34	0.68	85	-0.34	-280	4.96	55.7167	-131.6666	2402
SSEAK	1998	8/26/1998 8:19	55.6958	-131.6767	8/26/1998	36033	Traitors Cove	rock	8:19	0	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Traitors Cove (lower section), Alaska"	0.86	0.64	90	0.22	-268	4.46	55.7167	-131.6666	2402
SSEAK	1998	8/19/1998 7:43	56.0648	-132.8226	8/19/1998	36026	Triplets I.-Deichman Rock	rock	7:43	78	Jansen					Cessna 180	400	"Lake Bay, Alaska"	0.73	1.06	-123	-0.33	271	4.32	56.0167	-132.9166	7919
SSEAK	1998	8/20/1998 8:26	56.0648	-132.8226	8/20/1998	36027	Triplets I.-Deichman Rock	rock	8:26	0	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Lake Bay, Alaska"	0.62	1.13	-121	-0.51	271	4.57	56.0167	-132.9166	7919
SSEAK	1998	8/21/1998 9:08	56.0648	-132.8226	8/21/1998	36028	Triplets I.-Deichman Rock	rock	9:08	123	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Lake Bay, Alaska"	0.64	1.25	-123	-0.61	267	4.75	56.0167	-132.9166	7919
SSEAK	1998	8/24/1998 8:27	56.0648	-132.8226	8/24/1998	36031	Triplets I.-Deichman Rock	rock	8:27	164	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Lake Bay, Alaska"	-0.3	0.04	21	-0.34	-342	4.99	56.0167	-132.9166	7919
SSEAK	1998	8/26/1998 12:33	56.0648	-132.8226	8/26/1998	36033	Triplets I.-Deichman Rock	rock	12:33	126	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Lake Bay, Alaska"	1.89	1.67	-161	0.22	224	4.6	56.0167	-132.9166	7919
SSEAK	1998	8/22/1998 8:39	55.3754	-132.2176	8/22/1998	36029	Troller's Cove	rock	8:39	3	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	-0.29	0.32	-60	-0.61	320	4.67	55.4	-132.1666	4224
SSEAK	1998	8/23/1998 8:38	55.3754	-132.2176	8/23/1998	36030	Troller's Cove	rock	8:38	41	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	-0.46	0.06	-25	-0.52	353	4.71	55.4	-132.1666	4224
SSEAK	1998	8/25/1998 9:27	55.3754	-132.2176	8/25/1998	36032	Troller's Cove	rock	9:27	49	Swain	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Entrance, Kasaan Bay, Alaska"	-0.08	0.01	-9	-0.09	367	4.57	55.4	-132.1666	4224
SSEAK	1998	8/26/1998 9:26	55.3754	-132.2176	8/26/1998	36033	Troller's Cove	rock	9:26	0	Swain	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	700	"Entrance, Kasaan Bay, Alaska"	0.27	0.05	24	0.22	-341	4.31	55.4	-132.1666	4224
SSEAK	1998	8/18/1998 15:47	56.4587	-133.6785	8/18/1998	36025	Trouble I.	rock	15:47	5	Seagars					Cessna 185	625	"Sumner Island, Alaska"	1.1	0.19	58	0.91	-273	3.15	56.4167	-133.8	8809
SSEAK	1998	8/19/1998 5:49	56.4587	-133.6785	8/19/1998	36026	Trouble I.	rock	5:49	15	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	-0.29	0.01	-10	-0.3	375	3.32	56.4167	-133.8	8809
SSEAK	1998	8/21/1998 6:05	56.4587	-133.6785	8/21/1998	36028	Trouble I.	rock	6:05	24	Seagars		clear	none	41-50 F	Cessna 185	625	"Sumner Island, Alaska"	-0.18	0.23	59	-0.41	-345	3.87	56.4167	-133.8	8809
SSEAK	1998	8/24/1998 6:35	56.4587	-133.6785	8/24/1998	36031	Trouble I.	rock	6:35	0	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Sumner Island, Alaska"	0.84	0.99	130	-0.15	-257	3.74	56.4167	-133.8	8809
SSEAK	1998	8/26/1998 12:57	56.4587	-133.6785	8/26/1998	36033	Trouble I.	rock	12:57	0	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	1.97	1.73	-190	0.24	180	3.56	56.4167	-133.8	8809
SSEAK	1998	8/18/1998 16:20	57.1202	-134.0109	8/18/1998	36025	Turnabout I./W. rocks	rock	16:20	48	Jansen	calm (<5 kts)	high overcast	none	51-60 F	Cessna 180	350	"Eliza Harbor, Liesnoi Island, Alaska"	1.18	0.1	42	1.08	-296	3.64	57.1667	-134.2833	17224
