"","Year","Month","Station","DIN","DIP","CHLFa","SIL","TN","TP","SAL","T","ZS"
"4438",2002,9,"R70",0.29,0.13,7.84,1.67,14.07,0.74,33.59,18.75,2
"4440",2002,9,"SOEL",0.785,16.02,28,233.18,79.325,21.49,16.98,16.735,9
"4441",2002,9,"T004",7.36,0.81,2.96,9.86,27.21,1.78,32.1,18.16,9
"4442",2002,9,"T010",2.21,0.61,4.7,5.16,17.71,1.23,32.69,18.59,2
"4443",2002,9,"T100",0.29,0.13,1.1,1.28,8.5,0.48,34.44,17.3,1
"4444",2002,9,"T135",0.21,0.1,0.78,1.32,7.43,0.42,34.56,17.11,1
"4445",2002,9,"T175",0.21,0.13,0.84,1.25,6.79,0.42,34.65,16.86,1
"4446",2002,9,"T235",0.21,0.19,1.22,1.28,7.64,0.55,34.74,16.52,1
"4447",2002,9,"VLIS",37.1433333333333,1.99333333333333,3.68666666666667,18.9166666666667,69.7866666666667,4.79666666666667,30.67,17.9233333333333,75.6666666666667
"4448",2002,9,"W02",2.36,0.52,3.04,3.45,17.36,1.16,32.81,18.5,6
"4449",2002,9,"W20",1.04,0.32,4.24,2.46,14.29,0.87,33.66,18.79,3
"4450",2002,9,"W70",1.14,0.13,1.68,1.53,10.79,0.45,34.78,18.18,2
"4451",2002,9,"WISS",5.43,0.97,2.58,6.84,22.71,1.71,32.51,18.71,5
"4452",2002,9,"ZIJP",10.71,2.39,8.84,8.44,40.29,3.55,29.84,18.6,3
"4453",2002,9,"ZUID",22.07,4.165,10.19,31.47,63.395,6.075,28.53,18.655,22
"4455",2002,10,"DREI",4.325,2.005,6.19,3.985,32.32,3.035,30.855,13.8,3
"4456",2002,10,"G6",17.64,0.81,2.52,8.79,34.07,1.45,30.74,13.81,6
"4457",2002,10,"GROO",120.453333333333,4.20666666666667,7.40666666666667,125.073333333333,190.953333333333,9.15,15.01,11.01,93.3333333333333
"4458",2002,10,"HAMM",16.535,1.435,1.68,9.91,34.105,2.115,31.355,14.775,12
"4459",2002,10,"HANS",140.645,5.2,4.68,55.18,187.785,8.64,20.67,14.265,82
"4460",2002,10,"HUIB",17.38,1.32666666666667,5.19333333333333,11.7,40.6633333333333,2.27,29.3933333333333,12.0466666666667,9.66666666666667
"4461",2002,10,"LODS",17.64,2.375,1.58,10.235,40.105,3.05,31.475,14.255,2.5
"4462",2002,10,"MARS",13.3833333333333,0.73,4.09333333333333,6.46666666666667,35.3566666666667,1.67666666666667,26.96,13.1066666666667,13.6666666666667
"4463",2002,10,"N02",23.29,1.13,2,11.53,39.36,1.94,29.52,13.6,9
"4464",2002,10,"N10",19.57,0.94,1.22,11.11,33.93,1.49,30.16,14.3,5
"4465",2002,10,"N20",19.57,0.74,1.72,9.97,34.14,1.19,30.29,14.51,2
"4466",2002,10,"N70",1.64,0.16,3.44,1.35,11.29,0.58,34.9,15.45,3
"4467",2002,10,"R03",23.64,2.23,10.8,19.08,56.14,4.1,29.04,14.06,27
"4468",2002,10,"R50",0.86,0.36,2.42,1.17,12.14,0.87,33.49,16.53,3
"4469",2002,10,"R70",0.46,0.23,3.14,1.28,12.21,0.77,33.42,16.47,3
"4471",2002,10,"SOEL",1.89,17.27,25.2,228.91,67.86,19.73,17.49,11.93,10
"4482",2002,10,"WISS",15.855,1.11,9.66,7.385,32.25,2.05,31.29,15.075,13.5
"4483",2002,10,"ZIJP",16.64,2.325,3.68,11.18,37.68,3.05,29.1,14.45,2
"4485",2002,11,"DANT",34.21,0.61,8.37,20.68,86.14,3.07,27.53,8.59,101.5
"4486",2002,11,"DREI",20.21,1.26,2.62,8.01,45.86,2,29.92,9.9,2
"4487",2002,11,"G6",35.29,1.13,2.08,21.64,59,3.07,30.59,11.07,36
"4488",2002,11,"GROO",174.07,2.16,2.8,303.74,245.79,9.53,7.95,8.21,120
"4489",2002,11,"HAMM",34.79,1.55,1.06,22.71,51.07,2.13,31.15,9.98,8
"4490",2002,11,"HANS",212.71,5.23,2.72,118.19,259.21,8.17,11.77,10.43,49
"4491",2002,11,"HUIB",39.79,1.07,2.16,29.58,60.93,1.87,28.34,8.42,14
"4492",2002,11,"LODS",39.79,1.39,0.98,20.19,58.86,2.16,30.54,9.58,9
"4495",2002,11,"N10",49.36,1.42,1.56,26.77,67.07,1.97,27.56,11.43,8
"4496",2002,11,"N20",29.79,1.1,1.72,15.59,41.43,1.52,30.57,11.9,4
"4497",2002,11,"N70",9.64,0.61,1.96,3.67,18.93,0.97,34.62,13.2,5
"4499",2002,11,"SOEL",72.79,16.82,20.4,236.74,139,18.82,15.55,10.02,4
"4500",2002,11,"T004",17.14,0.65,3,8.76,31,1.23,31.79,10.96,7
"4501",2002,11,"T010",15,0.65,4.44,7.97,31.86,1.07,32.08,11.35,4
"4502",2002,11,"T100",2.79,0.42,0.92,3.1,8.36,0.71,34.43,12.01,2
"4503",2002,11,"T135",0.5,0.26,2.54,1.03,6.5,0.55,34.55,11.01,1
"4504",2002,11,"T175",1.14,0.32,3.72,3.2,7.5,0.61,34.61,11.04,1
"4505",2002,11,"T235",2.71,0.39,1.86,1.67,8.64,0.68,34.62,10.44,1
"4506",2002,11,"VLIS",87.605,2.79,1.99,41.83,126.14,5.91,27.52,10.435,90.5
"4507",2002,11,"W02",35.64,1.42,2.2,21.29,63.07,2.58,31.85,10.38,54
"4508",2002,11,"W20",8.64,0.48,1.82,7.19,17.43,0.94,34.68,12.24,8
"4509",2002,11,"W70",5,0.39,1.36,4.38,13,0.84,35.07,13.46,9
"4510",2002,11,"WISS",30.43,1.32,1.84,19.54,54.21,3.26,32.21,10.26,38
"4511",2002,11,"ZIJP",39.93,1.91,0.78,28.73,57.36,2.36,29.11,9.71,2
"4512",2002,11,"ZUID",47.5,1.29,5.48,47.35,96.21,4.55,25.92,7.59,66
"4513",2002,12,"DANT",64.36,1.42,4.14,44.86,115.43,5.23,27.05,0.52,78
"4514",2002,12,"DREI",24.14,1.26,1.76,10.25,48.36,1.94,29.87,2.99,1
"4515",2002,12,"G6",35.79,0.94,1.44,19.76,49.71,1.78,31.25,6.87,20
"4516",2002,12,"GROO",255.21,1.68,2.38,168.39,332.43,6.88,10.97,0.47,93
"4517",2002,12,"HAMM",39.71,1.49,0.64,25.74,54.71,1.94,31.55,4.25,5
"4518",2002,12,"HANS",219.71,4.75,2.26,115.34,285.57,9.33,14.07,5.21,68
"4519",2002,12,"HUIB",55.21,1.29,1.12,34.99,79.71,2.45,28.55,0.61,24
"4520",2002,12,"LODS",40.79,1.52,1.04,23.25,58.64,2.13,30.78,3.43,7
"4521",2002,12,"MARS",40.36,0.77,5.38,20.19,67.57,2.71,27.56,3.05,34
"4522",2002,12,"N02",32.93,1.03,0.94,19.83,46.14,1.65,31.34,5.18,42
"4523",2002,12,"N10",27.79,0.9,0.6,16.48,36.71,1.19,32.25,6.05,4
"4524",2002,12,"N20",24.71,0.74,0.88,14.42,33.64,1.1,32.42,6.76,3
"4527",2002,12,"SOEL",88.79,16.66,11.6,239.59,146.71,17.66,15.4,4.88,3
"4528",2002,12,"T004",37.57,1.07,2.18,19.65,57.5,2.2,30.11,2.93,23
"4529",2002,12,"T010",31.29,0.94,0.88,16.09,45.43,1.36,30.86,4.6,5
"4530",2002,12,"T100",6.07,0.52,0.48,3.77,14.21,0.77,34.49,8.71,2
"4531",2002,12,"T135",4.5,0.48,0.54,3.28,10.07,0.74,34.46,8.58,1
"4532",2002,12,"T175",2.36,0.36,5.8,1.78,8.71,0.68,34.6,8.42,1
"4534",2002,12,"VLIS",89.965,2.485,1.74,46.28,121.535,4.745,27.59,5.275,66
"4535",2002,12,"W02",34.71,1.19,1.66,20.15,60.79,2.84,31.86,5.61,48
"4536",2002,12,"W20",26,0.94,1.18,13.92,36.79,1.52,33.44,6.7,9
"4537",2002,12,"W70",6.71,0.45,0.8,3.6,14.64,0.81,35.19,10.31,5
"4538",2002,12,"WISS",34.71,1.32,0.86,22.39,48.57,1.97,31.87,4.53,11
"4539",2002,12,"ZIJP",44.64,1.58,0.58,29.76,61,1.94,29.86,3.88,2
"4540",2002,12,"ZUID",109.21,1.68,3,62.66,156.57,4.65,23.24,0.47,67
"4541",2003,1,"DANT",61.64,1.29,5.94,34.85,118.64,6.36,26.52,1.22,103
"4542",2003,1,"DREI",37.5,1.13,2.12,16.8,55.57,1.58,29.03,2.14,4
"4543",2003,1,"G6",48.14,1.07,1.42,23.28,64.43,2.16,29.65,6.61,19
"4545",2003,1,"HAMM",40.64,1.03,0.88,22.07,56.93,1.42,31.01,4.59,21
"4546",2003,1,"HANS",282.43,4.65,1.02,141.69,327.29,7.07,6.6,4.13,22
"4547",2003,1,"HUIB",50.57,1.26,1.24,31.11,78.21,2.68,29.11,3.02,39
"4548",2003,1,"LODS",49.64,1.39,0.64,29.01,62.93,2.07,30.05,2.14,13
"4549",2003,1,"MARS",50.86,0.87,1.98,26.38,68.5,1.94,27.27,4.16,14
"4550",2003,1,"N02",52.965,1.195,1,25.725,71.18,2.425,29.03,5.645,20
"4551",2003,1,"N10",46.215,1.05,0.72,23.225,59.035,1.615,30.145,5.835,8.5
"4552",2003,1,"N20",33.21,0.89,0.88,16.18,43.36,1.34,31.86,6.125,4.5
"4553",2003,1,"N70",8.23,0.465,1.36,3.97,14.965,0.835,35.03,7.75,3.5
"4555",2003,1,"SOEL",151.57,15.11,23.8,242.08,208.86,17.21,13.13,2.72,3
"4556",2003,1,"T004",40.14,1,2.48,20.95,63.535,2.505,30.215,4.45,33
"4557",2003,1,"T010",28.21,0.87,0.98,15.38,42,1.55,31.82,4.28,12
"4558",2003,1,"T100",8.29,0.52,0.44,5.91,15.36,0.81,34.6,7.27,2
"4559",2003,1,"T135",7.79,0.58,0.38,5.48,13.36,0.87,34.49,7.35,2
"4560",2003,1,"T175",6.89,0.65,0.5,4.91,13,0.94,34.5,6.87,2
"4561",2003,1,"T235",3.21,0.39,0.7,1.92,9.5,0.65,34.57,6.5,2
"4562",2003,1,"VLIS",132.25,2.905,1.04,62.83,157.925,4.245,24.845,3.75,26
"4563",2003,1,"W02",45.14,1.19,1.24,22.39,66.14,2.29,31.47,4.46,29
"4564",2003,1,"W20",34.43,1,0.84,16.63,44.57,1.32,32.77,5.73,5
"4565",2003,1,"W70",9.29,0.52,0.74,4.31,16.14,0.77,35.06,8.96,2
"4566",2003,1,"WISS",35.93,1.07,1.24,20.11,50.64,2.55,31.13,3.93,25
"4567",2003,1,"ZIJP",48.5,1.36,0.52,31.83,58.21,2.68,30.01,2.91,3
"4568",2003,1,"ZUID",80.71,1.74,1.74,46.99,120.07,3.84,25.09,0.48,42
"4569",2003,2,"DANT",57.93,1.165,6.015,29.71,100.145,4.39,28.44,1.945,70.25
"4570",2003,2,"DREI",21.86,0.39,12,4.09,46.64,1.07,29.19,1.74,1
"4571",2003,2,"G6",45.71,1.07,1.08,19.33,60.57,1.58,31.08,5,8
"4572",2003,2,"GROO",269.5,1.37,2.43,141.155,351.535,8.56,8.58,0.96,106
"4573",2003,2,"HAMM",53.64,1.42,0.7,25.88,67.21,1.78,30.23,3.81,4
"4574",2003,2,"HANS",350.64,3.55,1.4,157.71,404.5,7.17,6.82,4.5,41
"4575",2003,2,"HUIB",84.145,1.245,1.69,41.83,114.75,2.37,26.47,1.675,18.5
"4576",2003,2,"LODS",51.79,1.58,1.52,21.5,66.71,1.87,29.66,3.17,3
"4577",2003,2,"MARS",60.325,0.84,1.99,28.035,84.32,1.615,24.73,3.27,13
"4578",2003,2,"N02",82.79,1.29,0.6,35.03,96.43,1.65,24.85,4.84,6
"4579",2003,2,"N10",95.79,1.32,0.54,40.23,110.36,1.68,23.62,4.99,5
"4580",2003,2,"N20",50.71,1,0.6,21.75,61.64,1.26,29.53,5.31,2
"4581",2003,2,"N70",6.64,0.42,1.76,2.63,13.43,0.65,35.22,6.78,2
"4584",2003,2,"T004",34.79,0.77,1.1,15.98,44.57,1.16,31.27,4.72,6
"4585",2003,2,"T010",36.36,0.84,0.92,17.02,45,1.1,31.24,4.73,3
"4586",2003,2,"T100",7.36,0.65,0.7,4.63,11.36,0.81,34.6,5.9,2
"4587",2003,2,"T135",7.14,0.61,0.76,3.77,13.29,0.81,34.51,5.41,1
"4588",2003,2,"T175",7.14,0.65,0.82,4.56,11.36,1.07,34.51,5.44,2
"4589",2003,2,"T235",6.54,0.58,0.96,3.56,11.79,1.03,34.81,6.2,2
"4591",2003,2,"W02",61.71,1.39,1.22,27.23,80.93,2.49,30.1,4.36,22
"4592",2003,2,"W20",55.43,1.23,0.64,24.64,66.79,1.58,30.94,4.42,5
"4593",2003,2,"W70",7.29,0.42,1.7,2.67,12.36,0.65,35.18,7.27,2
"4594",2003,2,"WISS",43,1.42,1.04,19.22,56.93,2.2,30.71,4.24,15
"4595",2003,2,"ZIJP",88,1.61,1.02,35.53,108.21,2,27.56,3.19,2
"4596",2003,2,"ZUID",98.57,1.68,4.14,52.335,156.035,6.28,25.885,2.015,104
"4597",2003,3,"DANT",49.11,2.26,24.2,7.495,95.43,5.655,27.615,6.73,65
"4598",2003,3,"DREI",14.3333333333333,0.16,3.94666666666667,1.14,35.0233333333333,0.67,29.4366666666667,6.76,1
"4600",2003,3,"GROO",246.57,1.775,3.37,124.6,312.68,5.135,9.55,6.96,58
"4601",2003,3,"HAMM",52.07,0.855,2.82,16.66,67.93,1.325,30.255,4.995,4.5
"4602",2003,3,"HANS",316.93,3.65,1.72,145.6,363.07,6.26,10.85,6.6,36
"4603",2003,3,"HUIB",63.645,0.89,7.34,20.825,87.535,1.86,28.57,5.79,13.5
"4604",2003,3,"LODS",41.645,0.34,12.5,2.495,65.715,1.21,29.44,5.555,7.5
"4605",2003,3,"MARS",44.82,0.51,14.61,9.49,73.39,2.6,29.58,6.265,46
"4618",2003,3,"VLIS",91.39,1.71,2.73,42.005,136,4.665,26.205,5.44,69.5
"4621",2003,3,"W70",13.14,0.52,2.72,2.85,20.29,3.33,34.56,6.6,2
"4622",2003,3,"WISS",49.465,0.92,3.79,16.18,65.25,1.405,30.78,5.12,5.5
"4623",2003,3,"ZIJP",72.145,1,2.29,21.54,89.715,1.36,28.31,5.05,2
"4624",2003,3,"ZUID",41.605,0.935,19.4,14.81,93.035,4.57,29.01,6.92,82
"4625",2003,4,"DANT",1.5,0.34,20.3,1.12,39.93,2.245,31.66,9.02,51
"4626",2003,4,"DREI",3.465,0.175,3.77,1.425,27.18,0.92,30.025,10.805,1.5
"4627",2003,4,"G6",14.79,0.19,37.8,3.52,61.93,1.49,29.93,8.41,12
"4628",2003,4,"GROO",141.895,2.195,12.01,59.1,217.25,6.28,14.675,13.685,80
"4629",2003,4,"HAMM",20.9766666666667,0.16,13.5333333333333,1.56666666666667,43.4533333333333,0.83,30.53,9.31333333333333,3.66666666666667
"4630",2003,4,"HANS",268.43,18.53,4.84,109.65,312.07,22.31,14.94,8.39,31
"4631",2003,4,"HUIB",30.82,0.805,9.24,0.18,52.785,1.6,29.295,9.45,5.5
"4632",2003,4,"LODS",20.2866666666667,0.17,5.37333333333333,1.82666666666667,42.5966666666667,0.786666666666667,29.9333333333333,10.4933333333333,4.33333333333333
"4634",2003,4,"N02",24.605,0.18,22.5,2.295,59,1.225,28.955,9.185,13
"4635",2003,4,"N10",20.1425,0.09,10.8,2.57,45.57,0.855,30.05,8.835,8.25
"4636",2003,4,"N20",18.075,0.08,7.66,3.13,37.965,0.695,31.065,8.84,6
"4637",2003,4,"N70",0.32,0.08,2.18,0.465,14.71,0.66,35.03,8.38,4
"4638",2003,4,"R03",50.07,0.29,14.4,1.42,74.43,1.45,28.09,7.81,13
"4639",2003,4,"R50",10,0.1,4.2,1,25,0.71,33.45,6.56,4
"4640",2003,4,"R70",3.36,0.06,5.76,0.68,17.14,0.52,33.99,6.26,3
"4649",2003,4,"VLIS",79.82,1.6,18.5,26.49,116.535,3.84,28.34,7.725,30.5
"4650",2003,4,"W02",11.14,0.19,38.8,1.92,55,1.42,30.94,8.11,16
"4651",2003,4,"W20",13.93,0.13,22.6,1.07,37.07,0.94,32.38,7.56,5
"4652",2003,4,"W70",0.43,0.06,12.4,0.53,19.07,0.68,34.59,7.5,5
"4653",2003,4,"WISS",20.2866666666667,0.183333333333333,12.86,3.20666666666667,47.5966666666667,1.09666666666667,30.9033333333333,9.13,9
"4654",2003,4,"ZIJP",32.07,0.17,6.16666666666667,2.74333333333333,52.6433333333333,0.783333333333333,28.5833333333333,9.56,2
"4656",2003,5,"DANT",4.07,0.45,34.15,2.755,61.535,3.985,27.995,14.41,68.4
"4657",2003,5,"DREI",2.015,1.26,6.14,1.03,29.93,2.18,29.775,15.32,2
"4658",2003,5,"G6",5.07,0.23,40.8,2.63,75.07,2.65,30.34,12.16,39
"4659",2003,5,"GROO",100.535,2.55,13.4,58.025,179.285,7.28,13.58,17.25,84
"4660",2003,5,"HAMM",8.715,0.325,6.33,1.55,31.925,1.165,30.37,13.92,2.5
"4661",2003,5,"HANS",177.535,2.635,33.5,33.485,222.04,4.86,18.505,13.805,21
"4662",2003,5,"HUIB",9.79,0.515,6.02,1.865,33.32,1.44,30.44,14.135,4
"4663",2003,5,"LODS",14.855,0.53,5.37,6.635,37.75,1.455,29.86,14.74,3
"4664",2003,5,"MARS",10.39,0.08,19.17,1.48,42.465,1.45,31.17,13.405,25.5
"4673",2003,5,"SOEL",0.925,8.41,67.2,170.17,107.035,14.545,14.89,15.18,12
"4681",2003,5,"W02",5.64,0.26,23.2,2.31,52.57,1.91,31.32,11.82,30
"4682",2003,5,"W20",4.86,0.16,5.08,1.99,30.14,0.87,32.29,10.75,5
"4683",2003,5,"W70",0.36,0.06,3.52,1.5,13.43,0.55,34.38,9.67,5
"4684",2003,5,"WISS",8.535,0.225,6.81,2.33,30.46,1.05,30.745,13.815,2
"4685",2003,5,"ZIJP",18.785,0.44,27.7,1.23,50.465,1.61,27.5,14.49,2.5
"4686",2003,5,"ZUID",5.25,1.245,22.9,6.405,50.175,3.23,28.66,14.58,21
"4687",2003,6,"DANT",3.23,0.82,30.2,5.36,67.82,5.815,28.39,18.43,80
"4690",2003,6,"GROO",99.61,4.395,10.26,106.09,185.645,9.85,16.665,19.905,98
"4692",2003,6,"HANS",150.465,3.405,16.2,23.495,194.07,5.475,19.19,18.915,30.5
"4693",2003,6,"HUIB",8.68,1.245,8.01,7.155,37.035,2.47,29.8,18.72,8.5
"4695",2003,6,"MARS",4.02,0.28,12.92,2.635,33.32,1.455,30.58,17.585,9
"4717",2003,6,"ZUID",5.965,2.36,24,18.92,56.855,5.525,31.08,19.625,53.5
"4718",2003,7,"DANT",1.52,1.455,35.7,0.82,62.035,6.765,30.42,21.64,89
"4719",2003,7,"DREI",0.5,1.19,5.04,5.02,30.36,2.49,30.61,21.63,2
"4720",2003,7,"G6",0.21,0.55,6.14,6.44,16.43,1.39,31.98,20.61,4
"4721",2003,7,"GROO",69.785,5.23,10.14,108.045,141.89,9.64,19.485,21.61,93.5
"4724",2003,7,"HUIB",8.785,1.42,7.67,4.97,34.355,2.355,30.62,19.875,6
"4726",2003,7,"MARS",3.75,0.42,8.68,4.345,24.89,1.39,33.42,19.345,11
"4727",2003,7,"N02",4.965,0.26,13.04,4.005,24.715,1.18,30.69,20.235,2.9
"4729",2003,7,"N20",1.32,0.16,6.04,1.37,16.465,0.905,32.885,19.44,2.5
"4730",2003,7,"N70",0.21,0.06,1.76,1.135,7.21,0.435,34.96,17.385,1.2
"4731",2003,7,"R03",5.14,0.61,14.2,3.2,25.71,1.65,32.02,18.94,9
"4732",2003,7,"R50",1,0.16,2.36,6.98,14.64,0.74,33.23,17.36,2
"4733",2003,7,"R70",0.5,0.16,2.08,5.84,11.64,0.61,33.48,17.21,1
"4735",2003,7,"SOEL",3.11,14.92,17.4,209.33,83.36,17.92,17.18,22.76,6
"4736",2003,7,"T004",1.66,0.42,2.39,2.315,21.575,1.13,32.245,20.08,2.6
"4737",2003,7,"T010",0.43,0.21,4.96,0.465,15,0.79,32.755,19.26,1.85
"4738",2003,7,"T100",0.21,0.065,1.19,0.89,7.785,0.4,34.17,17.925,0.5
"4739",2003,7,"T135",0.21,0.045,0.76,0.5,7.035,0.34,34.255,17.995,0.8
"4740",2003,7,"T175",0.21,0.115,0.23,0.205,7.355,0.405,34.635,17.615,1.05
"4741",2003,7,"T235",0.21,0.1,0.26,0.675,4.645,0.455,34.83,17.305,0.75
"4743",2003,7,"W02",2.07,0.52,11,4.17,20.5,1.52,33.07,21.02,10.2
"4744",2003,7,"W20",3.07,0.36,7.64,1.71,17.71,1,33.37,20,2.9
"4745",2003,7,"W70",0.21,0.06,0.32,0.57,6.43,0.32,34.82,17.36,0.5
"4748",2003,7,"ZUID",2.43,3.28,37.3,11.875,57.175,7.31,31.46,20.96,58.5
"4749",2003,8,"DANT",1.04,2.45,25.3,6.76,47,5.62,32.04,25.32,75
"4750",2003,8,"DREI",2.625,1.845,10.28,7.885,44.035,3.52,32.02,22.81,5
"4751",2003,8,"G6",1.93,0.9,11.8,9.04,25.79,2.23,31.45,22.15,4.5
"4752",2003,8,"GROO",53.21,6.94,10.4,114.99,123.86,13.17,23.39,19.11,110
"4753",2003,8,"HAMM",4.25,1.275,4.39,7.21,22.36,2.065,33.775,21.81,5
"4754",2003,8,"HANS",116.395,5.36,4.01,28.655,148.64,6.78,24.075,22.585,18.5
"4755",2003,8,"HUIB",12.57,2.94,4.06,13.17,40.71,4.39,30.84,21.07,19
"4756",2003,8,"LODS",3.715,2.135,6.95,5.64,28.035,3.07,32.825,22.285,4
"4757",2003,8,"MARS",2.68,0.615,6.95,2.44,24.25,1.675,30.64,21.345,12
"4759",2003,8,"N10",0.705,0.4675,3.25,4.23,14.605,1.09,32.295,20.86,2.225
"4760",2003,8,"N20",0.21,0.26,2.26,1.605,15.355,0.935,33.18,20.555,2.35
"4761",2003,8,"N70",0.21,0.08,1.59,1.39,8,0.45,34.895,19.005,1.7
"4762",2003,8,"R03",0.21,1.52,5.56,1.21,24.29,2.91,31.7,22.67,12.5
"4763",2003,8,"R50",0.21,0.39,2.52,1.46,14.36,1,33,20.55,1.5
"4764",2003,8,"R70",0.18,0.23,2.38,0.32,13.07,0.84,33.21,20.83,0.5
"4766",2003,8,"SOEL",2.84,14.545,16.1,208.085,81.21,18.18,18.585,22.42,7
"4767",2003,8,"T004",0.36,0.375,3.15,1.585,14.965,0.985,32.84,20.75,2.6
"4768",2003,8,"T010",0.25,0.305,2.78,1.015,15.57,0.885,33.09,20.32,1.35
"4769",2003,8,"T100",0.355,0.065,1.46,1.335,10.61,0.47,34.205,19.63,1.6
"4770",2003,8,"T135",0.285,0.06,1.42,0.715,8.93,0.47,34.3,19.51,0.5
"4771",2003,8,"T175",0.335,0.06,0.66,0.15,6.5,0.37,34.565,19.43,0.5
"4772",2003,8,"T235",0.21,0.115,0.49,0.57,6.32,0.615,34.74,18.81,0.75
"4773",2003,8,"VLIS",29.4533333333333,2.16333333333333,5.57333333333333,14.24,57.5,4.04333333333333,31.9733333333333,21.64,42.2333333333333
"4774",2003,8,"W02",12,1.45,6.92,15.34,43.64,3.71,33.11,20.97,49.1
"4775",2003,8,"W20",2.57,0.81,4.52,5.91,17.64,1.61,33.71,21.1,8.2
"4776",2003,8,"W70",0.21,0.1,1.36,1.67,7.29,1.58,34.72,19.03,1.8
"4777",2003,8,"WISS",4.32,1.165,4.46,7.525,21.105,1.82,33.88,21.65,5.5
"4778",2003,8,"ZIJP",2.945,2.02,8.46,6.355,31.82,3.275,31.385,22.03,6
"4779",2003,8,"ZUID",3.04,4.07,28,13.31,56.21,7.81,32.57,20.7,50
"4781",2003,9,"DREI",4.88,1.61333333333333,20.2,11.9366666666667,41.6166666666667,3.28333333333333,32.47,18.09,4
"4782",2003,9,"G6",12.5,0.87,5.72,11,46.14,3.45,31.96,18.07,51
"4783",2003,9,"GROO",47.89,6.735,14.1,100.925,113.57,11.14,21.295,17.045,86.5
"4784",2003,9,"HAMM",11.2833333333333,1.73333333333333,2.47333333333333,8.60333333333333,29.83,2.54,32.9433333333333,18.2866666666667,6
"4785",2003,9,"HANS",106.825,5.28,5.08,30.21,139.36,7.12,24.28,19.075,31.5
"4786",2003,9,"HUIB",22.575,4.585,3.7,21.68,49.535,5.605,31.12,17.525,10
"4787",2003,9,"LODS",10.3333333333333,2.23,2.87333333333333,7.16666666666667,30.6666666666667,2.86333333333333,32.9466666666667,17.9,2.66666666666667
"4789",2003,9,"N02",23.57,1.29,1.86,15.38,39.5,1.91,29.62,18.99,6.7
"4790",2003,9,"N10",6.86,1.085,2.97,9.185,22.14,1.745,31.69,19.06,2.2
"4791",2003,9,"N20",8.71,0.58,1.88,6.27,23.07,1.1,32.38,19.02,1.5
"4792",2003,9,"N70",0.21,0.16,1.44,2.1,8,0.55,34.95,18.05,2.5
"4793",2003,9,"R03",23.93,3.16,6.6,21.32,55.57,4.62,31.19,17.24,16.5
"4794",2003,9,"R50",0.21,0.48,3.26,0.89,12.36,1.13,33.41,18.31,1.4
"4795",2003,9,"R70",0.21,0.26,3.28,0.89,10.93,0.81,33.64,18.3,1.9
"4797",2003,9,"SOEL",2.18,14.075,17.5,194.555,73.355,17.66,19.39,18.245,8.5
"4798",2003,9,"T004",1.68,0.48,2.16,4.24,15.21,1,33.6,18.48,2.3
"4799",2003,9,"T010",0.21,0.32,2.04,1.46,10.93,0.84,33.74,18.51,1.7
"4800",2003,9,"T100",0.21,0.06,1.62,1.03,8.43,0.42,34.29,17.67,1.1
"4801",2003,9,"T135",0.21,0.06,1.18,0.89,8,0.45,34.37,17.47,0.8
"4802",2003,9,"T175",0.21,0.06,0.36,0.89,7.14,0.61,34.77,17.21,0.9
"4803",2003,9,"T235",0.21,0.13,0.66,1.96,6,0.45,34.81,17.09,0.9
"4804",2003,9,"VLIS",24.1666666666667,2.85,8.77333333333333,8.71,46,4.14333333333333,31.95,19.0466666666667,21.3333333333333
"4805",2003,9,"W02",7,0.97,5.94,5.27,26.71,2.2,33.05,18.1,19.7
"4806",2003,9,"W20",5.07,0.77,8.12,3.17,19.86,1.45,33.67,18.71,8.7
"4807",2003,9,"W70",0.21,0.13,1.48,0.96,7.86,0.45,34.91,18.4,3.3
"4808",2003,9,"WISS",10.8566666666667,1.44333333333333,2.78666666666667,8.32666666666667,27.9066666666667,2.23666666666667,33.19,18.27,7.66666666666667
"4809",2003,9,"ZIJP",11.1666666666667,2.22666666666667,4.46,11.9033333333333,33.5,3.05666666666667,31.47,18.0366666666667,2.66666666666667
"4810",2003,9,"ZUID",20.86,3.13,18,17.925,67.605,5.81,31.87,16.94,38
"4811",2003,10,"DANT",18.0466666666667,1.19666666666667,14.18,10.44,54.4533333333333,4.27333333333333,33.1166666666667,9.72666666666667,66.3333333333333
"4813",2003,10,"G6",13.86,0.68,3.46,7.23,31.29,1.78,32.67,12.83,18.6
"4814",2003,10,"GROO",74.36,4.73,10.52,110.89,146.675,10.62,19.11,10.355,107
"4815",2003,10,"HAMM",19.29,1.74,2,13.88,40.14,2.58,32.69,13.62,15
"4816",2003,10,"HANS",110.715,5.05,2.9,32.18,138.075,6.54,24.805,13.435,21
"4818",2003,10,"LODS",22.86,1.68,1.42,12.46,47.36,2.58,32.64,12.52,7
"4820",2003,10,"N02",18.93,1.03,4.1,9.58,38.86,2.29,32.11,11.9,19.6
"4821",2003,10,"N10",10.57,0.65,4.42,6.51,24,1.23,32.57,12.15,3.9
"4822",2003,10,"N20",7.36,0.45,5.82,3.63,21.29,1.16,32.97,12.27,3.5
"4823",2003,10,"N70",0.21,0.23,1.8,0.82,11.57,0.71,35.07,13.59,3.6
"4824",2003,10,"R03",23.29,1.78,4.62,19.58,43.36,4.62,31.87,10.43,17.8
